id,standard,sections,pdf_pages,requirement,applicability,status,code,tests,evidence_level,finding,impact,closure
C2-034,CTVS-2,5.1; 14.1,59; 80,Round each request economic fee separately rather than charging a rounded aggregate.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:215; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:238; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:231; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:254,,source,Each quote is computed within accumulate before fee totals are summed.,,"Add a split-versus-unsplit example where aggregate rounding differs, at both SDK and compiled levels."
C2-035,CTVS-2,5.1; 5.6,59; 60,Every included request must have positive economic input/result and satisfy its minimum output.,profile0,aligned,reference/packages/onchain/lib/ctvs/validation.ak:278; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:276; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:280,"reference/implementations/ctvs2/client/test/requests-batch.test.ts:186 (eligibility rejects expired, underfunded, wrong-terms and sub-minimum requests)",retained_test,"Positive gross, net, shares and request minimum are explicit. The SDK rejection test does not exercise compiled failure.",,Add compiled zero-output and sub-minimum balanced negative transactions.
C2-036,CTVS-2,5.2,59,Successor backing adds net deposits and subtracts gross redemptions.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:476; reference/implementations/ctvs2/client/src/batch.ts:74,reference/packages/onchain/lib/tests/math_properties.ak:161 (mixed_snapshot_accounting_preserves_underlying_and_supply),retained_test,"Formula is implemented exactly, including per-request fees outside backing.",,Include an adversarial successor with correct supply but wrong backing in compiled tests.
C2-037,CTVS-2,5.2,59,Successor supply adds gross issued shares and subtracts redeemed shares; accrued fees add entry and exit fees.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:477; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:478; reference/implementations/ctvs2/client/src/batch.ts:80,reference/packages/onchain/lib/tests/math_properties.ak:161 (mixed_snapshot_accounting_preserves_underlying_and_supply),retained_test,Gross totals remain separately accumulated before successor composition.,,Add altered-supply and altered-fee successor rejection cases tied to actual State endpoint.
C2-038,CTVS-2,5.2; 6.4,59; 61,Native SHARE mint equals net issuance; all other minting is forbidden and nonzero mint is state-coupled.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:450; reference/packages/onchain/lib/ctvs/state_core.ak:72; reference/implementations/ctvs2/onchain/validators/vault.ak:83,reference/implementations/ctvs2/onchain/validators/state_test.ak:191 (zero_net_batch_runs_state_and_both_request_handlers),retained_test,"Whole mint Value is exact, and nonzero mint has a purpose-bound UpdateSupply back-link.",,Add signed nonzero mixed batch and compiled unrelated-policy/name mint negatives.
C2-039,CTVS-2,5.2,59,"Physical underlying change equals gross deposits less net payouts, keeping State reserve unchanged.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:479; reference/packages/onchain/lib/ctvs/ledger.ak:97; reference/packages/onchain/lib/ctvs/state_core.ak:186,reference/packages/onchain/lib/tests/math_properties.ak:161 (mixed_snapshot_accounting_preserves_underlying_and_supply),retained_test,Exact State and Claim Values plus economic equations enforce the partition under ledger conservation.,,A full ledger proof still requires the ledger conservation premise; add independent balanced-theft vectors.
C2-040,CTVS-2,5.3; 5.6,59; 60,"Bound nonnegative successor balances and participating aggregate economic/physical amounts, including offsetting gross flows.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:436; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:482; reference/packages/onchain/lib/ctvs/validation.ak:234,reference/implementations/ctvs2/client/test/requests-batch.test.ts:147 (port: gross issuance overflow cannot be concealed by same-transaction redemption); reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:585 (claim_topup_aggregate_must_fit_quantity_bound),retained_test,"Both gross totals and successor fields are bounded, so netting cannot hide overflow.",,Add compiled gross-issued and gross-redeemed overflow cases; existing gross-issued negative is SDK-only.
C2-041,CTVS-2,5.3,59,"Apply max_backing to the final balance, allowing atomic deposit/redemption offsets.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:482; reference/implementations/ctvs2/client/src/batch.ts:83,"reference/implementations/ctvs2/client/test/requests-batch.test.ts:124 (deposit and redemption price against one old State, with only final-balance cap enforcement)",retained_test,No undocumented gross deposit cap replaces the final-balance cap.,,Add compiled final-cap offset success and over-cap rejection; SDK evidence alone is limited.
C2-042,CTVS-2,5.3,59,"Gross redeemed shares must not exceed old participating supply, even if new issues offset the final supply.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:450; reference/implementations/ctvs2/client/src/batch.ts:72,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:543 (gross_redemptions_cannot_exceed_old_supply_even_if_deposits_offset); reference/implementations/ctvs2/client/test/requests-batch.test.ts:169 (aggregate extinction requires pre-existing participating shares),retained_test,The old supply bound is checked on burned total rather than final net supply.,,No source discrepancy identified; signed mixed zero-net evidence remains a separate gate.
C2-043,CTVS-2,5.3; 5.5,59; 60,Atomic physical netting is allowed but every request must still receive a fully funded Claim.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:297; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:451,reference/implementations/ctvs2/onchain/validators/state_test.ak:191 (zero_net_batch_runs_state_and_both_request_handlers); reference/implementations/ctvs2/onchain/validators/state_test.ak:210 (zero_net_batch_rejects_missing_gross_claim),retained_test,"No mint-policy invocation is needed for zero net, but State and Requests still validate both gross obligations.",,Build a real signed zero-net mixed transaction; current retained zero-net evidence is native endpoint/context testing.
C2-044,CTVS-2,5.4,59,Deterministic reference ordering is not global FIFO or an all-request fairness promise.,informative,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:344; reference/implementations/ctvs2/client/src/batch.ts:57,,source,Only selected consumed requests are ordered. No global queue proof or FIFO selection exists.,,Keep provider disclosures explicit; do not advertise stronger fairness from these guards.
C2-045,CTVS-2,5.6; 6.4,60; 61,"Batch entries carry references, output indices and external top-ups only; recompute every economic number.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:167; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:215; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:238,,source,"The validator derives quotes from authenticated Terms and RequestBody, not caller-supplied totals.",,Add a mutation corpus around all economic source fields to demonstrate rejection for stale or changed commitments.
C2-046,CTVS-2,6.1; 6.2,60,Request acknowledgments require the actual ordinary State input and its StateSpend Batch redeemer.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:95; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:99; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:106,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:548 (request_acknowledgment_requires_real_consumed_state); reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:561 (request_acknowledgment_matches_actual_batch_branch),retained_test,Reference-only State fails and the redeemer is looked up by Spend(state_ref).,,Add retained negatives for real State spent by Pause and TopUpReserve; the positive Batch test does not cover these substitutions.
C2-047,CTVS-2,6.2,60,Every Request must acknowledge the same exact State reference and Cancel cannot count as settlement acknowledgment.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:185; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:203,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:468 (batch_rejects_cancellation_as_acknowledgment),retained_test,AcknowledgeBatch is pattern matched in the State Batch path and its state_ref compared.,,Add a wrong-but-existing State reference negative alongside the Cancel substitution.
C2-048,CTVS-2,6.3,61,Cover every consumed P Request exactly once before filtering on economic eligibility.,profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:308; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:416; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:351,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:492 (batch_rejects_omitted_consumed_request); reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:649 (batch_traversal_rejects_state_substituted_for_request_at_equal_count),retained_test,"Count all P inputs other than authentic State, then validate each unique resolved entry.",,"Add an extra malformed P input omitted from entries, proving invalid candidates cannot be filtered away."
C2-049,CTVS-2,6.3,61,"Entry references are unique, ordered by transaction bytes/index, nonempty and bounded by both max_batch and 16.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:344; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:410,"reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:615 (batch_traversal_rejects_duplicate_request_with_distinct_claims); reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:632 (batch_traversal_rejects_reverse_request_order); reference/implementations/ctvs2/client/test/requests-batch.test.ts:215 (settler authority, batch count and paused direction are independently enforced)",retained_test,"Strict increasing ordering yields uniqueness, and all entries resolve actual input references.",,"Add actual State endpoint tests at counts 0, 1, 16, 17 and max_batch below the structural maximum."
C2-050,CTVS-2,6.4,61,"State, every Claim and positive reward use distinct in-range output indices, even for identical receivers.",profile0,aligned,reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:403; reference/implementations/ctvs2/onchain/lib/ctvs2/async.ak:350; reference/packages/onchain/lib/ctvs/ledger.ak:16,reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:505 (batch_rejects_shared_claim_index); reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:666 (batch_traversal_rejects_claim_and_state_output_collision); reference/implementations/ctvs2/onchain/lib/ctvs2/async.test.ak:683 (batch_traversal_rejects_reward_and_state_output_collision),retained_test,Allocated indices include State and reward before Claims are added.,,Add Claim-versus-reward collision and out-of-range output mutations as separate compiled regressions.
